heuristic, dimensions, error, runtime, iterations
minkowski-0.5n, 2, 2.16087666161e-06, 0.001506, 7
minkowski-n, 2, 1.61803387755e-06, 0.001557, 8
null, 2, 0.0, 0.001997, 17
seuclidean, 2, nan, 0.002637, 11
sqeuclidean, 2, 3.16087660224e-06, 0.001255, 5
canberra, 2, 4.99999970316e-07, 0.001509, 7
chebyshev, 2, 4.99999970316e-07, 0.001124, 4
cityblock, 2, 4.99999970316e-07, 0.000624, 3
cosine, 2, 5.27863903699e-08, 0.00176, 8
euclidean, 2, 4.99999970316e-07, 0.000594, 3
hamming, 2, 2.49999999369e-07, 0.001177, 7
minkowski-0.5n, 2, 4.99999970316e-07, 0.000597, 3
minkowski-n, 2, 4.99999970316e-07, 0.000611, 3
null, 2, 0.0, 0.001319, 11
seuclidean, 2, nan, 0.0021, 10
sqeuclidean, 2, 4.99999970316e-07, 0.000533, 3
canberra, 2, 3.33333332492e-07, 0.001053, 5
chebyshev, 2, 4.99999970316e-07, 0.000806, 4
cityblock, 2, 9.94307967517e-07, 0.000557, 3
cosine, 2, 0.0, 0.001232, 6
euclidean, 2, 7.07106778464e-07, 0.00062, 3
hamming, 2, 4.99999970316e-07, 0.000968, 5
minkowski-0.5n, 2, 9.94307967517e-07, 0.000615, 3
minkowski-n, 2, 7.07106778464e-07, 0.000655, 3
null, 2, 0.0, 0.001453, 12
seuclidean, 2, nan, 0.002314, 13
sqeuclidean, 2, 9.94307967517e-07, 0.000595, 3
canberra, 2, 0.0, 0.000352, 2
chebyshev, 2, 0.0, 0.000332, 2
cityblock, 2, 0.0, 0.000304, 2
cosine, 2, 0.0, 0.000603, 3
euclidean, 2, 0.0, 0.000297, 2
hamming, 2, 0.0, 0.000472, 2
minkowski-0.5n, 2, 0.0, 0.000328, 2
minkowski-n, 2, 0.0, 0.000327, 2
null, 2, 0.0, 0.000308, 3
seuclidean, 2, nan, 0.001881, 9
sqeuclidean, 2, 0.0, 0.000296, 2
canberra, 2, 0.0, 0.00046, 2
chebyshev, 2, 0.0, 0.000385, 2
cityblock, 2, 0.0, 0.000383, 2
cosine, 2, 0.0, 0.000902, 4
euclidean, 2, 0.0, 0.000439, 2
hamming, 2, 0.0, 0.000551, 3
minkowski-0.5n, 2, 0.0, 0.000467, 2
minkowski-n, 2, 0.0, 0.000401, 2
null, 2, 0.0, 0.000918, 8
seuclidean, 2, nan, 0.002251, 12
sqeuclidean, 2, 0.0, 0.000441, 2
canberra, 2, 0.0, 0.000373, 2
chebyshev, 2, 0.0, 0.000264, 2
cityblock, 2, 0.0, 0.00025, 2
cosine, 2, 0.0, 0.000961, 4
euclidean, 2, 0.0, 0.000268, 2
hamming, 2, 0.0, 0.000253, 2
minkowski-0.5n, 2, 0.0, 0.000254, 2
minkowski-n, 2, 0.0, 0.000255, 2
null, 2, 0.0, 0.000412, 4
seuclidean, 2, nan, 0.000373, 2
sqeuclidean, 2, 0.0, 0.000246, 2
canberra, 2, 1.41666656361e-06, 0.001791, 10
chebyshev, 2, 1.49999989674e-06, 0.001109, 6
cityblock, 2, 2.34066901328e-06, 0.000902, 4
cosine, 2, 1.36761244107e-07, 0.002387, 13
euclidean, 2, 2.12132019328e-06, 0.001228, 6
hamming, 2, 9.99999926421e-07, 0.001951, 12
minkowski-0.5n, 2, 2.34066901328e-06, 0.00085, 4
minkowski-n, 2, 2.12132019328e-06, 0.001319, 6
null, 2, 0.0, 0.001855, 17
seuclidean, 2, nan, 0.002524, 12
sqeuclidean, 2, 3.3406689397e-06, 0.000794, 4
canberra, 2, 2.66666646098e-07, 0.001352, 7
chebyshev, 2, 4.99999970316e-07, 0.00078, 4
cityblock, 2, 6.63440687276e-07, 0.000831, 4
cosine, 2, 5.27863903699e-08, 0.001682, 10
euclidean, 2, 7.07106750042e-07, 0.000758, 4
hamming, 2, 4.99999970316e-07, 0.001302, 7
minkowski-0.5n, 2, 6.63440687276e-07, 0.000947, 4
minkowski-n, 2, 7.07106750042e-07, 0.000813, 4
null, 2, 0.0, 0.001239, 11
seuclidean, 2, nan, 0.001743, 8
sqeuclidean, 2, 6.63440687276e-07, 0.000593, 3
canberra, 2, 5.16666645467e-07, 0.001792, 10
chebyshev, 2, 1.49999989674e-06, 0.001326, 8
cityblock, 2, 1.79619745211e-06, 0.001179, 6
cosine, 2, 1.94193319203e-08, 0.002011, 12
euclidean, 2, 1.61803387755e-06, 0.001346, 7
hamming, 2, 7.49999955474e-07, 0.001695, 11
minkowski-0.5n, 2, 1.79619745211e-06, 0.001035, 6
minkowski-n, 2, 1.61803387755e-06, 0.00129, 7
null, 2, 0.0, 0.001361, 12
seuclidean, 2, nan, 0.002124, 10
sqeuclidean, 2, 2.79619740695e-06, 0.000698, 4
canberra, 2, 0.0, 0.000461, 2
chebyshev, 2, 0.0, 0.000442, 2
cityblock, 2, 0.0, 0.000371, 2
cosine, 2, nan, 0.000562, 2
euclidean, 2, 0.0, 0.00037, 2
hamming, 2, 0.0, 0.000393, 2
minkowski-0.5n, 2, 0.0, 0.000426, 2
minkowski-n, 2, 0.0, 0.000489, 2
null, 2, 0.0, 0.000477, 4
seuclidean, 2, nan, 0.000994, 2
sqeuclidean, 2, 0.0, 0.000459, 2
canberra, 2, 0.0, 0.000484, 2
chebyshev, 2, 0.0, 0.000412, 2
cityblock, 2, 0.0, 0.000381, 2
cosine, 2, 0.0, 0.001208, 5
euclidean, 2, 0.0, 0.000418, 2
hamming, 2, 0.0, 0.00043, 2
minkowski-0.5n, 2, 0.0, 0.000393, 2
minkowski-n, 2, 0.0, 0.000416, 2
null, 2, 0.0, 0.000849, 6
seuclidean, 2, nan, 0.003189, 16
sqeuclidean, 2, 0.0, 0.00041, 2
canberra, 2, 0.0, 0.000379, 2
chebyshev, 2, 0.0, 0.000384, 2
cityblock, 2, 0.0, 0.000343, 2
cosine, 2, nan, 0.000447, 2
euclidean, 2, 0.0, 0.000299, 2
hamming, 2, 0.0, 0.000331, 2
minkowski-0.5n, 2, 0.0, 0.000319, 2
minkowski-n, 2, 0.0, 0.000382, 2
null, 2, 0.0, 0.000428, 4
seuclidean, 2, nan, 0.00052, 2
sqeuclidean, 2, 0.0, 0.000307, 2
canberra, 2, 0.0, 0.00031, 2
chebyshev, 2, 0.0, 0.000261, 2
cityblock, 2, 0.0, 0.000272, 2
cosine, 2, 0.0, 0.000309, 2
euclidean, 2, 0.0, 0.000247, 2
hamming, 2, 0.0, 0.000281, 2
minkowski-0.5n, 2, 0.0, 0.000315, 2
minkowski-n, 2, 0.0, 0.000258, 2
null, 2, 0.0, 0.000178, 2
seuclidean, 2, nan, 0.000881, 3
sqeuclidean, 2, 0.0, 0.000275, 2
canberra, 2, 4.99999970316e-07, 0.000613, 3
chebyshev, 2, 4.99999970316e-07, 0.000618, 3
cityblock, 2, 4.99999970316e-07, 0.000634, 3
cosine, 2, 1.46446581084e-07, 0.00104, 6
euclidean, 2, 4.99999970316e-07, 0.000801, 3
hamming, 2, 2.49999999369e-07, 0.00071, 4
minkowski-0.5n, 2, 4.99999970316e-07, 0.000649, 3
minkowski-n, 2, 4.99999970316e-07, 0.000603, 3
null, 2, 0.0, 0.000755, 7
seuclidean, 2, nan, 0.001916, 10
sqeuclidean, 2, 4.99999970316e-07, 0.000633, 3
canberra, 2, 0.0, 0.000431, 2
chebyshev, 2, 0.0, 0.000416, 2
cityblock, 2, 0.0, 0.000402, 2
cosine, 2, 0.0, 0.000666, 3
euclidean, 2, 0.0, 0.000391, 2
hamming, 2, 0.0, 0.000411, 2
minkowski-0.5n, 2, 0.0, 0.000404, 2
minkowski-n, 2, 0.0, 0.000435, 2
null, 2, 0.0, 0.000318, 3
seuclidean, 2, nan, 0.002255, 12
sqeuclidean, 2, 0.0, 0.000396, 2
canberra, 2, 0.0, 0.0007, 3
chebyshev, 2, 0.0, 0.000347, 2
cityblock, 2, 0.0, 0.000311, 2
cosine, 2, 0.0, 0.001142, 5
euclidean, 2, 0.0, 0.000303, 2
hamming, 2, 0.0, 0.000333, 2
minkowski-0.5n, 2, 0.0, 0.000319, 2
minkowski-n, 2, 0.0, 0.000383, 2
null, 2, 0.0, 0.00061, 5
seuclidean, 2, nan, 0.003719, 16
sqeuclidean, 2, 0.0, 0.00037, 2
canberra, 2, 6.66666650773e-07, 0.001208, 6
chebyshev, 2, 4.99999970316e-07, 0.000709, 3
cityblock, 2, 9.99999969054e-07, 0.000635, 3
cosine, 2, 1.46446609506e-07, 0.001498, 8
euclidean, 2, 7.07106750042e-07, 0.000629, 3
hamming, 2, 4.99999970316e-07, 0.002296, 7
minkowski-0.5n, 2, 9.99999969054e-07, 0.000626, 3
minkowski-n, 2, 7.07106750042e-07, 0.000644, 3
null, 2, 0.0, 0.001216, 11
seuclidean, 2, nan, 0.001949, 10
sqeuclidean, 2, 9.99999969054e-07, 0.000725, 3
canberra, 2, 9.50771152475e-07, 0.000957, 5
chebyshev, 2, 4.99999970316e-07, 0.00059, 3
cityblock, 2, 9.50771152475e-07, 0.000606, 3
cosine, 2, 4.99999970316e-07, 0.001309, 6
euclidean, 2, 7.07106750042e-07, 0.000596, 3
hamming, 2, 4.99999970316e-07, 0.001091, 6
minkowski-0.5n, 2, 9.50771152475e-07, 0.000632, 3
minkowski-n, 2, 7.07106750042e-07, 0.000583, 3
null, 2, 0.0, 0.000893, 7
seuclidean, 2, nan, 0.001368, 5
sqeuclidean, 2, 9.50771152475e-07, 0.000651, 3
canberra, 2, 3.33333318281e-07, 0.000962, 5
chebyshev, 2, 4.99999970316e-07, 0.000742, 4
cityblock, 2, 7.31612288973e-07, 0.000604, 3
cosine, 2, 9.99999798523e-08, 0.001374, 7
euclidean, 2, 7.07106750042e-07, 0.000806, 4
hamming, 2, 4.99999970316e-07, 0.000809, 5
minkowski-0.5n, 2, 7.31612288973e-07, 0.000558, 3
minkowski-n, 2, 7.07106750042e-07, 0.000755, 4
null, 2, 0.0, 0.000888, 7
seuclidean, 2, nan, 0.001807, 9
sqeuclidean, 2, 7.31612288973e-07, 0.000605, 3
canberra, 2, 3.33333318281e-07, 0.001129, 5
chebyshev, 2, 4.99999970316e-07, 0.000734, 4
cityblock, 2, 7.56819900971e-07, 0.000615, 3
cosine, 2, 9.99999798523e-08, 0.001096, 6
euclidean, 2, 7.07106750042e-07, 0.000699, 4
hamming, 2, 4.99999970316e-07, 0.000818, 5
minkowski-0.5n, 2, 7.56819900971e-07, 0.000586, 3
minkowski-n, 2, 7.07106750042e-07, 0.000845, 4
null, 2, 0.0, 0.000682, 6
seuclidean, 2, nan, 0.001918, 10
sqeuclidean, 2, 7.56819900971e-07, 0.000525, 3
canberra, 2, 6.82948567032e-07, 0.00053, 3
chebyshev, 2, 4.99999970316e-07, 0.000714, 4
cityblock, 2, 6.82948567032e-07, 0.000518, 3
cosine, 2, nan, 0.001032, 5
euclidean, 2, 7.07106750042e-07, 0.000768, 4
hamming, 2, 4.99999970316e-07, 0.001048, 6
minkowski-0.5n, 2, 6.82948567032e-07, 0.000513, 3
minkowski-n, 2, 7.07106750042e-07, 0.00075, 4
null, 2, 0.0, 0.001095, 9
seuclidean, 2, nan, 0.001015, 4
sqeuclidean, 2, 6.82948567032e-07, 0.000548, 3
canberra, 2, 1.66666652035e-07, 0.000892, 5
chebyshev, 2, 4.99999970316e-07, 0.000765, 4
cityblock, 2, 4.99999970316e-07, 0.000607, 3
cosine, 2, 2.56583376768e-08, 0.000941, 5
euclidean, 2, 4.99999970316e-07, 0.000583, 3
hamming, 2, 2.49999999369e-07, 0.000803, 5
minkowski-0.5n, 2, 4.99999970316e-07, 0.000687, 3
minkowski-n, 2, 4.99999970316e-07, 0.000611, 3
null, 2, 0.0, 0.000653, 6
seuclidean, 2, nan, 0.002345, 12
sqeuclidean, 2, 4.99999970316e-07, 0.000565, 3
canberra, 2, 0.0, 0.000381, 2
chebyshev, 2, 0.0, 0.000323, 2
cityblock, 2, 0.0, 0.000326, 2
cosine, 2, 0.0, 0.00067, 3
euclidean, 2, 0.0, 0.000375, 2
hamming, 2, 0.0, 0.000333, 2
minkowski-0.5n, 2, 0.0, 0.000319, 2
minkowski-n, 2, 0.0, 0.000397, 2
null, 2, 0.0, 0.000193, 2
seuclidean, 2, nan, 0.001683, 9
sqeuclidean, 2, 0.0, 0.000371, 2
canberra, 2, 1.16666657846e-06, 0.001129, 6
chebyshev, 2, 1.49999989674e-06, 0.000922, 5
cityblock, 2, 2.10450417626e-06, 0.001017, 4
cosine, 2, 2.92893219012e-07, 0.002052, 9
euclidean, 2, 1.70710667646e-06, 0.000895, 5
hamming, 2, 7.49999955474e-07, 0.001365, 9
minkowski-0.5n, 2, 2.10450417626e-06, 0.00067, 4
minkowski-n, 2, 1.70710667646e-06, 0.000947, 5
null, 2, 0.0, 0.001219, 11
seuclidean, 2, nan, 0.002464, 10
sqeuclidean, 2, 3.10450411689e-06, 0.000652, 4
canberra, 2, 0.0, 0.000371, 2
chebyshev, 2, 0.0, 0.000315, 2
cityblock, 2, 0.0, 0.000319, 2
cosine, 2, 0.0, 0.000644, 3
euclidean, 2, 0.0, 0.000332, 2
hamming, 2, 0.0, 0.000314, 2
minkowski-0.5n, 2, 0.0, 0.000345, 2
minkowski-n, 2, 0.0, 0.000335, 2
null, 2, 0.0, 0.000317, 3
seuclidean, 2, nan, 0.000496, 2
sqeuclidean, 2, 0.0, 0.000322, 2
canberra, 2, 7.09180071112e-07, 0.000731, 4
chebyshev, 2, 4.99999970316e-07, 0.000624, 3
cityblock, 2, 7.09180071112e-07, 0.000524, 3
cosine, 2, nan, 0.001302, 6
euclidean, 2, 7.09180071112e-07, 0.000505, 3
hamming, 2, 4.99999970316e-07, 0.0011, 6
minkowski-0.5n, 2, 7.09180071112e-07, 0.000868, 3
minkowski-n, 2, 7.09180071112e-07, 0.001243, 3
null, 2, 0.0, 0.000892, 8
seuclidean, 2, nan, 0.001978, 8
sqeuclidean, 2, 7.09180071112e-07, 0.000547, 3
canberra, 2, 0.0, 0.000892, 3
chebyshev, 2, 0.0, 0.000331, 2
cityblock, 2, 0.0, 0.000334, 2
cosine, 2, 0.0, 0.001018, 4
euclidean, 2, 0.0, 0.000301, 2
hamming, 2, 0.0, 0.000609, 3
minkowski-0.5n, 2, 0.0, 0.000333, 2
minkowski-n, 2, 0.0, 0.000331, 2
null, 2, 0.0, 0.000558, 5
seuclidean, 2, nan, 0.002188, 12
sqeuclidean, 2, 0.0, 0.0003, 2
canberra, 2, 0.0, 0.000356, 2
chebyshev, 2, 0.0, 0.000323, 2
cityblock, 2, 0.0, 0.000311, 2
cosine, 2, 0.0, 0.000811, 4
euclidean, 2, 0.0, 0.000296, 2
hamming, 2, 0.0, 0.000618, 3
minkowski-0.5n, 2, 0.0, 0.000324, 2
minkowski-n, 2, 0.0, 0.00032, 2
null, 2, 0.0, 0.000648, 6
seuclidean, 2, nan, 0.001723, 9
sqeuclidean, 2, 0.0, 0.000311, 2
canberra, 2, 9.99999969054e-07, 0.000836, 4
chebyshev, 2, 4.99999970316e-07, 0.000559, 3
cityblock, 2, 9.99999969054e-07, 0.000753, 4
cosine, 2, nan, 0.001444, 9
euclidean, 2, 7.07106750042e-07, 0.000517, 3
hamming, 2, 4.99999970316e-07, 0.00093, 6
minkowski-0.5n, 2, 9.99999969054e-07, 0.000771, 4
minkowski-n, 2, 7.07106750042e-07, 0.000596, 3
null, 2, 0.0, 0.001249, 9
seuclidean, 2, nan, 0.001753, 9
sqeuclidean, 2, 9.99999969054e-07, 0.000721, 4
canberra, 2, 1.66666652035e-07, 0.000873, 5
chebyshev, 2, 4.99999970316e-07, 0.000482, 3
cityblock, 2, 4.99999970316e-07, 0.00051, 3
cosine, 2, 1.76180776634e-08, 0.001265, 7
euclidean, 2, 4.99999970316e-07, 0.000498, 3
hamming, 2, 2.49999999369e-07, 0.000479, 3
minkowski-0.5n, 2, 4.99999970316e-07, 0.000502, 3
minkowski-n, 2, 4.99999970316e-07, 0.000681, 3
null, 2, 0.0, 0.000914, 7
seuclidean, 2, nan, 0.00167, 8
sqeuclidean, 2, 4.99999970316e-07, 0.000459, 3
canberra, 2, 4.99999970316e-07, 0.000556, 3
chebyshev, 2, 4.99999970316e-07, 0.000725, 4
cityblock, 2, 4.99999970316e-07, 0.000469, 3
cosine, 2, nan, 0.000818, 4
euclidean, 2, 4.99999970316e-07, 0.000579, 3
hamming, 2, 2.49999999369e-07, 0.000844, 5
minkowski-0.5n, 2, 4.99999970316e-07, 0.000606, 3
minkowski-n, 2, 4.99999970316e-07, 0.000505, 3
null, 2, 0.0, 0.000774, 7
seuclidean, 2, nan, 0.000966, 4
sqeuclidean, 2, 4.99999970316e-07, 0.000588, 3
canberra, 2, 8.49999963748e-07, 0.001737, 9
chebyshev, 2, 1.49999989674e-06, 0.001139, 6
cityblock, 2, 1.99999988126e-06, 0.001079, 6
cosine, 2, 7.84447564683e-08, 0.001681, 9
euclidean, 2, 1.70710667646e-06, 0.00093, 5
hamming, 2, 7.49999955474e-07, 0.001535, 10
minkowski-0.5n, 2, 1.99999988126e-06, 0.001163, 6
minkowski-n, 2, 1.70710667646e-06, 0.000966, 5
null, 2, 0.0, 0.001168, 11
seuclidean, 2, nan, 0.002311, 12
sqeuclidean, 2, 2.9999998219e-06, 0.00094, 5
canberra, 2, 5.99999964379e-07, 0.001173, 6
chebyshev, 2, 4.99999970316e-07, 0.000715, 4
cityblock, 2, 5.08407254074e-07, 0.000539, 3
cosine, 2, 2.56583376768e-08, 0.001455, 8
euclidean, 2, 5.08407254074e-07, 0.000539, 3
hamming, 2, 4.99999970316e-07, 0.001093, 6
minkowski-0.5n, 2, 5.08407254074e-07, 0.000669, 3
minkowski-n, 2, 5.08407254074e-07, 0.000591, 3
null, 2, 0.0, 0.000908, 8
seuclidean, 2, nan, 0.002112, 11
sqeuclidean, 2, 5.08407254074e-07, 0.00053, 3
canberra, 2, 3.33333332492e-07, 0.000875, 5
chebyshev, 2, 4.99999970316e-07, 0.000648, 3
cityblock, 2, 9.99999954843e-07, 0.000622, 3
cosine, 2, 0.0, 0.001276, 7
euclidean, 2, 7.07106750042e-07, 0.0006, 3
hamming, 2, 4.99999970316e-07, 0.000959, 6
minkowski-0.5n, 2, 9.99999954843e-07, 0.000561, 3
minkowski-n, 2, 7.07106750042e-07, 0.000633, 3
null, 2, 0.0, 0.000866, 8
seuclidean, 2, nan, 0.001621, 7
sqeuclidean, 2, 9.99999954843e-07, 0.000575, 3
canberra, 2, 1.16666657846e-06, 0.001295, 7
chebyshev, 2, 1.49999989674e-06, 0.000993, 4
cityblock, 2, 2.59453483409e-06, 0.001047, 5
cosine, 2, 2.92893176379e-07, 0.003096, 13
euclidean, 2, 1.61803386334e-06, 0.000865, 4
hamming, 2, 7.49999955474e-07, 0.001345, 8
minkowski-0.5n, 2, 2.59453483409e-06, 0.00108, 5
minkowski-n, 2, 1.61803386334e-06, 0.00093, 4
null, 2, 0.0, 0.001498, 14
seuclidean, 2, nan, 0.00245, 12
sqeuclidean, 2, 3.59453476051e-06, 0.000754, 4
canberra, 2, 0.0, 0.00064, 3
chebyshev, 2, 0.0, 0.000322, 2
cityblock, 2, 0.0, 0.000351, 2
cosine, 2, 0.0, 0.000672, 3
euclidean, 2, 0.0, 0.000309, 2
hamming, 2, 0.0, 0.000357, 2
minkowski-0.5n, 2, 0.0, 0.000323, 2
minkowski-n, 2, 0.0, 0.00035, 2
null, 2, 0.0, 0.000546, 4
seuclidean, 2, nan, 0.001047, 3
sqeuclidean, 2, 0.0, 0.000312, 2
canberra, 2, 9.99999926421e-07, 0.001559, 9
chebyshev, 2, 1.49999989674e-06, 0.001385, 8
cityblock, 2, 1.49999989674e-06, 0.002526, 4
cosine, 2, 1.99233014087e-07, 0.002301, 14
euclidean, 2, 1.49999989674e-06, 0.001014, 5
hamming, 2, 4.99999970316e-07, 0.002037, 13
minkowski-0.5n, 2, 1.49999989674e-06, 0.000903, 4
minkowski-n, 2, 1.49999989674e-06, 0.001103, 5
null, 2, 0.0, 0.002077, 15
seuclidean, 2, nan, 0.003229, 13
sqeuclidean, 2, 2.49999982316e-06, 0.000863, 4
canberra, 2, 1.66666652035e-07, 0.001019, 6
chebyshev, 2, 4.99999970316e-07, 0.000691, 4
cityblock, 2, 4.99999970316e-07, 0.000563, 3
cosine, 2, 2.56583660985e-08, 0.001816, 10
euclidean, 2, 4.99999970316e-07, 0.000587, 3
hamming, 2, 2.49999999369e-07, 0.000932, 6
minkowski-0.5n, 2, 4.99999970316e-07, 0.000579, 3
minkowski-n, 2, 4.99999970316e-07, 0.00059, 3
null, 2, 0.0, 0.00105, 10
seuclidean, 2, nan, 0.001431, 7
sqeuclidean, 2, 4.99999970316e-07, 0.000527, 3
canberra, 2, 1.00000008274e-07, 0.000997, 5
chebyshev, 2, 4.99999970316e-07, 0.000747, 4
cityblock, 2, 4.99999970316e-07, 0.000522, 3
cosine, 2, 0.0, 0.001459, 7
euclidean, 2, 4.99999970316e-07, 0.000709, 4
hamming, 2, 2.49999999369e-07, 0.000876, 5
minkowski-0.5n, 2, 4.99999970316e-07, 0.000539, 3
minkowski-n, 2, 4.99999970316e-07, 0.000784, 4
null, 2, 0.0, 0.000965, 9
seuclidean, 2, nan, 0.001557, 6
sqeuclidean, 2, 4.99999970316e-07, 0.000584, 3
canberra, 2, 0.0, 0.000298, 2
chebyshev, 2, 0.0, 0.000268, 2
cityblock, 2, 0.0, 0.00026, 2
cosine, 2, 0.0, 0.000332, 2
euclidean, 2, 0.0, 0.000262, 2
hamming, 2, 0.0, 0.000248, 2
minkowski-0.5n, 2, 0.0, 0.00026, 2
minkowski-n, 2, 0.0, 0.000311, 2
null, 2, 0.0, 0.000204, 2
seuclidean, 2, nan, 0.00042, 2
sqeuclidean, 2, 0.0, 0.00025, 2
canberra, 2, 0.0, 0.000489, 2
chebyshev, 2, 0.0, 0.000391, 2
cityblock, 2, 0.0, 0.000448, 2
cosine, 2, 0.0, 0.001053, 5
euclidean, 2, 0.0, 0.000441, 2
hamming, 2, 0.0, 0.00046, 2
minkowski-0.5n, 2, 0.0, 0.000544, 2
minkowski-n, 2, 0.0, 0.000402, 2
null, 2, 0.0, 0.000698, 5
seuclidean, 2, nan, 0.002316, 12
sqeuclidean, 2, 0.0, 0.000377, 2
canberra, 2, 3.33333318281e-07, 0.000855, 4
chebyshev, 2, 4.99999970316e-07, 0.00083, 5
cityblock, 2, 7.96393862856e-07, 0.000531, 3
cosine, 2, 0.0, 0.001199, 7
euclidean, 2, 7.07106750042e-07, 0.000685, 4
hamming, 2, 4.99999970316e-07, 0.001134, 6
minkowski-0.5n, 2, 7.96393862856e-07, 0.000637, 3
minkowski-n, 2, 7.07106750042e-07, 0.000727, 4
null, 2, 0.0, 0.000764, 7
seuclidean, 2, nan, 0.002049, 11
sqeuclidean, 2, 7.96393862856e-07, 0.000586, 3
canberra, 2, 4.99999970316e-07, 0.000785, 3
chebyshev, 2, 4.99999970316e-07, 0.000793, 4
cityblock, 2, 4.99999970316e-07, 0.00062, 3
cosine, 2, 5.27863903699e-08, 0.001343, 7
euclidean, 2, 4.99999970316e-07, 0.000635, 3
hamming, 2, 2.49999999369e-07, 0.001088, 6
minkowski-0.5n, 2, 4.99999970316e-07, 0.000747, 3
minkowski-n, 2, 4.99999970316e-07, 0.000998, 3
null, 2, 0.0, 0.001164, 9
seuclidean, 2, nan, 0.002246, 10
sqeuclidean, 2, 4.99999970316e-07, 0.000724, 3
canberra, 2, 0.0, 0.000903, 4
chebyshev, 2, 0.0, 0.000547, 2
cityblock, 2, 0.0, 0.000396, 2
cosine, 2, 0.0, 0.000943, 4
euclidean, 2, 0.0, 0.000361, 2
hamming, 2, 0.0, 0.000552, 3
minkowski-0.5n, 2, 0.0, 0.000349, 2
minkowski-n, 2, 0.0, 0.000358, 2
null, 2, 0.0, 0.000679, 6
seuclidean, 2, nan, 0.00095, 3
sqeuclidean, 2, 0.0, 0.000337, 2
canberra, 2, 0.0, 0.000404, 2
chebyshev, 2, 0.0, 0.000509, 2
cityblock, 2, 0.0, 0.000365, 2
cosine, 2, 0.0, 0.000416, 2
euclidean, 2, 0.0, 0.000333, 2
hamming, 2, 0.0, 0.000347, 2
minkowski-0.5n, 2, 0.0, 0.000397, 2
minkowski-n, 2, 0.0, 0.000357, 2
null, 2, 0.0, 0.00019, 2
seuclidean, 2, nan, 0.001471, 4
sqeuclidean, 2, 0.0, 0.000359, 2
canberra, 2, 1.66666652035e-07, 0.000728, 3
chebyshev, 2, 4.99999970316e-07, 0.000612, 3
cityblock, 2, 4.99999970316e-07, 0.000678, 3
cosine, 2, 2.56583376768e-08, 0.001206, 5
euclidean, 2, 4.99999970316e-07, 0.000607, 3
hamming, 2, 2.49999999369e-07, 0.000753, 4
minkowski-0.5n, 2, 4.99999970316e-07, 0.000663, 3
minkowski-n, 2, 4.99999970316e-07, 0.000592, 3
null, 2, 0.0, 0.000571, 5
seuclidean, 2, nan, 0.001533, 7
sqeuclidean, 2, 4.99999970316e-07, 0.000656, 3
canberra, 2, 4.99999970316e-07, 0.000743, 4
chebyshev, 2, 4.99999970316e-07, 0.000645, 3
cityblock, 2, 4.99999970316e-07, 0.000605, 3
cosine, 2, nan, 0.002408, 13
euclidean, 2, 4.99999970316e-07, 0.000545, 3
hamming, 2, 2.49999999369e-07, 0.001218, 6
minkowski-0.5n, 2, 4.99999970316e-07, 0.000646, 3
minkowski-n, 2, 4.99999970316e-07, 0.000592, 3
null, 2, 0.0, 0.000812, 7
seuclidean, 2, nan, 0.002445, 11
sqeuclidean, 2, 4.99999970316e-07, 0.000567, 3
canberra, 2, 7.75591416868e-07, 0.001104, 5
chebyshev, 2, 4.99999970316e-07, 0.000853, 4
cityblock, 2, 7.75591416868e-07, 0.000901, 4
cosine, 2, 4.99999970316e-07, 0.001967, 11
euclidean, 2, 7.07106750042e-07, 0.00091, 4
hamming, 2, 4.99999970316e-07, 0.001229, 7
minkowski-0.5n, 2, 7.75591416868e-07, 0.001108, 4
minkowski-n, 2, 7.07106750042e-07, 0.00096, 4
null, 2, 0.0, 0.001388, 12
seuclidean, 2, nan, 0.002541, 13
sqeuclidean, 2, 7.75591416868e-07, 0.000639, 3
canberra, 2, 4.99999970316e-07, 0.0008, 4
chebyshev, 2, 4.99999970316e-07, 0.000765, 4
cityblock, 2, 4.99999970316e-07, 0.000708, 3
cosine, 2, nan, 0.001426, 8
euclidean, 2, 4.99999970316e-07, 0.000556, 3
hamming, 2, 2.49999999369e-07, 0.001206, 7
minkowski-0.5n, 2, 4.99999970316e-07, 0.000662, 3
minkowski-n, 2, 4.99999970316e-07, 0.000606, 3
null, 2, 0.0, 0.001089, 9
seuclidean, 2, nan, 0.001803, 9
sqeuclidean, 2, 4.99999970316e-07, 0.000551, 3
canberra, 2, 0.0, 0.000319, 2
chebyshev, 2, 0.0, 0.000308, 2
cityblock, 2, 0.0, 0.000291, 2
cosine, 2, 0.0, 0.000316, 2
euclidean, 2, 0.0, 0.00027, 2
hamming, 2, 0.0, 0.000256, 2
minkowski-0.5n, 2, 0.0, 0.000275, 2
minkowski-n, 2, 0.0, 0.000295, 2
null, 2, 0.0, 0.000172, 2
seuclidean, 2, nan, 0.002089, 9
sqeuclidean, 2, 0.0, 0.00026, 2
canberra, 2, 0.0, 0.000316, 2
chebyshev, 2, 0.0, 0.000318, 2
cityblock, 2, 0.0, 0.000263, 2
cosine, 2, 0.0, 0.000953, 4
euclidean, 2, 0.0, 0.000316, 2
hamming, 2, 0.0, 0.000569, 3
minkowski-0.5n, 2, 0.0, 0.00029, 2
minkowski-n, 2, 0.0, 0.00028, 2
null, 2, 0.0, 0.000458, 4
seuclidean, 2, nan, 0.000391, 2
sqeuclidean, 2, 0.0, 0.000294, 2
